  1.000000 5
ensur 0.025000 19
enter 0.042308 17
enterpris 0.000641 23
entertain 0.000641 22
enthusiasm 0.000641 23
enthusiast 0.000641 21
entic 0.001923 20
entir 0.035256 19
entireti 0.002564 22
entiti 0.008333 21
entitl 0.009615 20
entranc 0.004487 21
entrant 0.001923 22
entrap 0.001923 23
entri 0.039744 18
envelop 0.002564 22
environ 0.013462 21
environment 0.000641 24
envisag 0.001923 23
envision 0.007051 22
enzym 0.014103 20
epa 0.000641 23
epatha 0.002564 22
epic 0.012179 21
epidem 0.008333 22
epidemiologi 0.000641 24
epidemiologi 0.000641 26
epidemiologist 0.000641 25
epilepsi 0.003205 23
episod 0.036538 19
epstein 0.002564 23
equal 0.025000 22
equip 0.030128 21
equiti 0.016026 23
equival 0.014744 24
er 0.000641 25
era 0.020513 22
erad 0.003846 23
eras 0.003205 24
erasmu 0.001923 25
eric 0.030769 20
erickson 0.003205 24
erik 0.000641 25
ernest 0.003846 23
ernie 0.007051 22
erod 0.003205 25
erosion 0.004487 24
erot 0.003205 25
errat 0.002564 26
errol 0.001923 27
error 0.007051 23
erstwhil 0.001923 25
escal 0.003846 24
escap 0.023077 21
eschew 0.001923 22
especi 0.058333 13
espn 0.006410 15
esposito 0.003205 16
essenc 0.001923 17
essenti 0.027564 14
establish 0.000641 16
estat 0.008974 15
estefan 0.001923 17
esther 0.003205 16
estim 0.074359 12
estrang 0.003205 16
estrogen 0.012821 15
eszterha 0.002564 20
et 0.001923 21
etch 0.001923 22
etern 0.002564 19
ethan 0.003205 18
ethic 0.010256 17
ethiopian 0.000641 18
ethnic 0.012179 16
etho 0.001923 19
etiologi 0.002564 18
eu 0.008333 17
eulogi 0.003846 19
euro 0.004487 18
europ 0.040385 14
european 0.050641 13
eva 0.004487 17
evad 0.008333 16
evalu 0.017308 15
evan 0.009615 16
eve 0.000641 17
even 0.022436 14
event 0.100641 10
eventu 0.039103 12
everest 0.003205 14
everet 0.007051 13
everydai 0.001923 14
evid 0.050000 11
evidenc 0.002564 17
evil 0.014103 16
evoc 0.001923 19
evok 0.005128 18
evolut 0.001923 19
evolutionari 0.000641 20
evolv 0.010256 17
ewan 0.001923 21
ex 0.001923 20
exacerb 0.005128 19
exact 0.008333 18
exactli 0.023077 15
exagger 0.001923 17
exam 0.005128 16
examin 0.033333 14
exampl 0.021154 15
excee 0.007051 17
exceed 0.005769 18
excel 0.001923 19
excell 0.013462 16
except 0.035897 13
exception 0.000641 18
excerpt 0.001923 17
excess 0.024359 16
exchang 0.034615 15
excit 0.034615 14
exclaim 0.002564 16
exclud 0.008974 15
exclus 0.037179 12
excurs 0.000641 15
excus 0.002564 14
exec 0.026282 13
execut 0.152564 9
exempt 0.004487 13
exercis 0.026923 12
exert 0.001923 16
exex 0.002564 15
exhaust 0.006410 14
exhib 0.002564 15
exhibit 0.021154 13
exhibitor 0.000641 15
exil 0.005128 14
exist 0.036538 11
exit 0.011538 12
exot 0.001923 13
expand 0.051282 10
expans 0.017308 11
expect 0.185256 8
expedit 0.003205 15
expenditur 0.000641 16
expens 0.024359 14
experi 0.061538 13
experienc 0.000641 15
experiment 0.000641 14
expert 0.078846 12
expertis 0.008974 15
expir 0.000641 16
explain 0.055769 14
explan 0.010897 17
explicit 0.003846 20
explod 0.004487 19
exploit 0.009615 18
explor 0.028846 16
explos 0.003846 20
explosion 0.000641 21
expo 0.008974 19
export 0.008333 20
expos 0.025000 18
exposit 0.004487 19
exposur 0.026923 17
express 0.050641 15
exquisit 0.002564 18
extend 0.037821 17
extens 0.021154 19
extent 0.005128 22
extern 0.005128 21
extort 0.004487 22
extra 0.021154 20
extract 0.002564 21
extraordinari 0.000641 22
extraterrestri 0.000641 24
extravaganza 0.000641 23
extrem 0.025641 18
exud 0.004487 19
eye 0.038462 16
fab 0.002564 21
fable 0.002564 20
fabric 0.002564 21
fabul 0.003846 19
fac 0.030128 18
facial 0.004487 20
facil 0.013462 19
facilit 0.002564 21
factor 0.000641 22
factori 0.007051 20
fad 0.003205 22
fade 0.006410 21
fai 0.035256 17
fail 0.074359 13
failur 0.028205 14
fair 0.017308 15
fairchild 0.000641 20
fairfax 0.001923 19
fairi 0.001923 18
fairli 0.008333 17
fairytal 0.001923 18
faith 0.012179 16
fak 0.003205 17
fake 0.000641 18
fall 0.115385 11
fallen 0.013462 12
fallof 0.002564 14
fallout 0.001923 15
false 0.012821 13
falter 0.003846 14
fam 0.000641 16
fame 0.000641 15
famili 0.123718 10
familiar 0.026923 12
famin 0.000641 14
famou 0.025641 13
fan 0.069231 11
fanci 0.003846 16
fanfar 0.003205 17
fantasi 0.009615 15
fantast 0.005769 16
far 0.003846 18
farce 0.002564 20
fare 0.003846 19
farewel 0.004487 17
farm 0.009615 14
farmer 0.003205 16
farrah 0.001923 17
fascin 0.004487 15
fashion 0.033333 13
fast 0.017308 15
faster 0.016026 16
fastest 0.009615 17
fatal 0.025641 14
fate 0.019872 15
father 0.042308 12
fatigu 0.001923 16
fatti 0.011538 15
faulti 0.003205 16
favor 0.031410 14
favorit 0.025641 15
favreau 0.001923 20
fawcet 0.002564 19
faye 0.001923 20
fbi 0.007692 18
fcc 0.012179 17
fda 0.017949 16
fe 0.000641 17
fear 0.033333 13
feast 0.001923 14
feate 0.000641 15
featur 0.125641 9
februari 0.014744 12
fed 0.014744 13
feder 0.096154 11
federico 0.003846 13
fedex 0.002564 14
fee 0.017949 12
feed 0.003846 14
feedback 0.003846 13
feel 0.098718 10
feet 0.011538 13
feingold 0.004487 15
feisti 0.002564 16
felix 0.005128 14
fell 0.059615 12
fellini 0.001923 15
fellow 0.025641 14
felon 0.001923 16
feloni 0.003846 15
femal 0.037821 13
feminist 0.001923 17
femme 0.003846 16
fence 0.001923 18
fend 0.001923 19
fender 0.002564 17
ferguson 0.004487 15
fernandez 0.000641 18
feroci 0.001923 17
ferri 0.003205 16
fertil 0.005128 14
fest 0.000641 15
festiv 0.078846 11
fetal 0.002564 18
fetch 0.003846 17
fete 0.000641 18
fetiv 0.004487 16
fetu 0.003205 18
feud 0.003846 17
fever 0.007051 15
fewer 0.032051 14
fiancee 0.000641 19
fiate 0.002564 18
fiber 0.005128 17
fiction 0.014103 16
fidel 0.005769 17
field 0.025641 15
fierce 0.010897 16
fifth 0.046795 13
figgi 0.003205 14
fight 0.060897 12
fighter 0.002564 14
figur 0.055769 13
fil 0.037179 15
filderstadt 0.000641 17
file 0.029487 16
filibust 0.003205 17
fill 0.043590 14
film 0.269872 7
filmmak 0.037821 14
filter 0.001923 16
fin 0.006410 15
final 0.101282 13
finalist 0.012179 16
financ 0.041667 15
financi 0.098077 14
find 0.114744 12
fine 0.036538 15
finest 0.004487 17
finger 0.007051 16
fingerprint 0.000641 17
finish 0.039744 14
finland 0.003846 19
finnish 0.002564 20
fiona 0.005128 18
fir 0.017949 17
fire 0.029487 16
firearm 0.003205 17
firestorm 0.000641 18
firm 0.039103 15
firstrun 0.002564 17
fiscal 0.014744 16
fish 0.005769 17
fisher 0.002564 18
fit 0.043590 13
fitzgerald 0.000641 14
five 0.151282 11
fix 0.011538 17
fixe 0.001923 19
flag 0.005769 18
flagship 0.003205 22
flaherti 0.001923 24
flak 0.001923 23
flamboy 0.003205 21
flame 0.005128 20
flamingo 0.002564 23
flank 0.001923 24
flap 0.003205 22
flash 0.003846 21
flashback 0.000641 22
flashe 0.005128 19
flashi 0.001923 20
flate 0.017308 16
flavor 0.002564 19
flaw 0.003846 18
flea 0.001923 19
fled 0.008333 17
fledgl 0.004487 18
flee 0.004487 20
fleet 0.004487 19
fleetwood 0.000641 20
flem 0.018590 15
flesh 0.001923 18
flew 0.007051 17
flex 0.003205 19
flexibl 0.006410 18
fli 0.003205 19
flight 0.011538 16
flip 0.002564 18
floati 0.001923 19
flock 0.010897 17
flood 0.008974 19
floor 0.010256 18
floppi 0.002564 20
floral 0.003846 19
florida 0.021154 14
floss 0.001923 16
flow 0.019872 15
flower 0.016026 17
flu 0.006410 18
fluid 0.001923 20
fluoresc 0.001923 21
fluorid 0.002564 19
fly 0.018590 16
flyer 0.004487 18
fo 0.006410 17
focu 0.038462 13
focus 0.044872 12
foe 0.013462 13
foil 0.000641 16
fold 0.002564 15
folic 0.002564 16
folk 0.010897 14
follet 0.003846 15
follow 0.173718 10
followup 0.001923 15
fond 0.000641 16
food 0.064103 14
fool 0.002564 18
foot 0.010256 17
footag 0.004487 18
football 0.017308 16
footprint 0.000641 19
forai 0.002564 18
forbe 0.004487 17
forbid 0.003846 18
forc 0.045513 15
force 0.075000 13
forcibl 0.008974 16
ford 0.000641 18
forearm 0.002564 17
forecast 0.015385 15
forecourt 0.000641 17
forehead 0.001923 16
foreign 0.046154 14
forens 0.003205 17
forest 0.000641 18
forev 0.004487 16
forg 0.002564 17
forget 0.016026 15
forgetful 0.000641 17
forgiv 0.002564 16
forgotten 0.000641 17
form 0.098077 12
formal 0.014103 14
format 0.016026 13
former 0.121795 11
formerli 0.009615 14
formid 0.004487 16
formul 0.001923 17
formula 0.007692 15
forrest 0.004487 16
forsyth 0.003846 17
fort 0.012821 13
forth 0.004487 15
forthcom 0.003846 16
forti 0.002564 18
fortifi 0.002564 17
fortun 0.011538 14
forum 0.008333 15
forward 0.033333 12
fossil 0.001923 14
foster 0.013462 13
fought 0.008333 14
found 0.196795 9
foundat 0.026923 12
founder 0.012821 13
fourth 0.062179 11
fox 0.080128 10
foxtrot 0.001923 15
fraca 0.000641 16
fraction 0.002564 14
fractur 0.014744 13
fragil 0.006410 15
fragment 0.005769 16
frailti 0.001923 18
fram 0.001923 17
frame 0.010256 14
fran 0.004487 15
franc 0.003205 16
franca 0.002564 17
france 0.030769 12
franchis 0.015385 13
franci 0.008333 14
francisco 0.000641 17
franco 0.002564 16
francoi 0.002564 15
frank 0.057051 11
frankfurt 0.000641 19
frankli 0.000641 18
franklin 0.003846 17
frantic 0.001923 18
franz 0.004487 16
fraser 0.001923 17
frasier 0.005769 15
fratern 0.001923 16
fraud 0.005769 14
frazier 0.004487 15
fre 0.000641 16
fred 0.018590 13
freddi 0.001923 16
freddie 0.001923 15
freder 0.001923 16
frederick 0.000641 18
free 0.000641 17
freedom 0.014744 14
freelanc 0.007051 15
freeli 0.003846 17
freeman 0.003846 18
freer 0.003205 19
freeze 0.004487 16
french 0.051923 12
frenzi 0.004487 15
frequenc 0.010897 14
frequent 0.037179 13
fresh 0.014103 14
fri 0.009615 15
fridai 0.205128 8
fridge 0.001923 15
friedman 0.003205 14
friend 0.054487 13
friendli 0.004487 15
friendship 0.000641 17
frighten 0.002564 16
fringe 0.008333 14
front 0.062179 12
frontal 0.001923 19
frontier 0.001923 18
frontman 0.003205 17
frost 0.001923 18
frozen 0.003205 16
fruit 0.010897 15
frustrat 0.009615 16
fry 0.003846 19
fuel 0.005769 18
fuji 0.002564 19
fulfill 0.006410 17
fullest 0.001923 19
fulvio 0.002564 18
fume 0.001923 19
fun 0.014744 14
function 0.039103 13
fund 0.075000 11
fundament 0.000641 14
funer 0.036538 13
funk 0.002564 15
funni 0.010256 14
furi 0.005769 16
furiou 0.006410 15
furnish 0.003205 16
furor 0.002564 17
futur 0.073718 12
futurist 0.001923 16
ga 0.006410 15
gabelli 0.001923 17
gabriel 0.005128 16
gag 0.003205 17
gai 0.017308 14
gail 0.005128 15
gain 0.062179 13
gala 0.021795 14
galaxi 0.004487 17
galleri 0.005769 16
gallic 0.002564 18
gallo 0.002564 19
gam 0.003846 17
gambit 0.001923 18
gamble 0.007051 15
game 0.096154 10
gang 0.000641 15
gap 0.016667 14
garag 0.002564 17
garcia 0.007051 16
garden 0.015385 15
gardner 0.001923 16
gari 0.039744 13
garland 0.001923 15
garner 0.015385 14
garret 0.001923 18
garri 0.011538 17
garter 0.001923 20
garth 0.004487 19
gartner 0.003205 21
gase 0.000641 23
gasolin 0.001923 22
gastric 0.004487 20
gastrointestin 0.000641 22
gate 0.000641 21
gatewai 0.005769 18
gather 0.012821 16
gauge 0.002564 18
gavin 0.006410 17
ge 0.000641 18
gear 0.014744 15
geer 0.001923 19
geffen 0.002564 18
gel 0.001923 19
gem 0.002564 17
gendarmeri 0.000641 18
gender 0.005128 16
gene 0.051923 12
gener 0.051282 13
genet 0.025641 14
geneticist 0.000641 17
geneva 0.004487 16
genit 0.001923 18
genom 0.002564 17
genre 0.012179 15
gentle 0.003846 17
gentleman 0.000641 19
gentli 0.002564 18
genuin 0.008333 16
geof 0.001923 19
geoffrei 0.002564 18
geograph 0.006410 17
george 0.085256 11
georgetown 0.000641 17
georgia 0.002564 16
gerald 0.000641 18
gerard 0.002564 17
geri 0.001923 18
geriatr 0.004487 15
german 0.024359 14
germani 0.025641 13
gerri 0.002564 14
gestur 0.001923 15
get 0.062179 12
ghetto 0.001923 16
giacomo 0.002564 15
giancarlo 0.000641 16
gianni 0.010256 14
giant 0.045513 13
gibbon 0.001923 16
gibson 0.008333 15
gift 0.017949 14
gig 0.008974 15
gil 0.005128 18
gile 0.004487 19
giller 0.001923 20
gillian 0.005769 17
gimmick 0.001923 18
gina 0.007692 16
gingerbread 0.000641 19
ginsburg 0.001923 18
giorgio 0.002564 17
girl 0.119872 9
girlfriend 0.000641 16
giv 0.043590 15
glad 0.000641 19
glamor 0.005128 18
glamour 0.001923 20
gland 0.002564 19
glass 0.010256 17
glaxo 0.004487 18
gleam 0.001923 19
glee 0.001923 20
glen 0.010897 16
glickman 0.001923 18
glimpse 0.003846 17
glitter 0.003846 18
glitzi 0.002564 19
global 0.047436 14
globe 0.005128 17
gloria 0.005769 16
glorifi 0.002564 18
glove 0.004487 17
glover 0.001923 19
glow 0.003205 18
glucos 0.001923 20
glue 0.001923 21
gm 0.002564 19
goal 0.026923 15
god 0.010897 16
goe 0.063462 13
gogh 0.003205 16
gold 0.027564 15
goldberg 0.007692 18
goldblum 0.001923 19
golden 0.018590 17
goldie 0.000641 21
goldman 0.002564 20
goldwyn 0.003846 19
golf 0.006410 18
gone 0.020513 16
gonna 0.003205 19
gonococc 0.001923 21
gonorrhea 0.000641 22
goodbye 0.003205 20
goodman 0.008974 18
goodwill 0.003205 20
goran 0.004487 19
gordon 0.010897 17
gore 0.031410 14
gorgeou 0.001923 17
gorman 0.000641 18
gospel 0.005128 16
gossip 0.000641 17
gotham 0.014744 15
gotten 0.011538 16
govern 0.078846 12
government 0.000641 20
governor 0.001923 19
gown 0.002564 18
grab 0.011538 17
grac 0.000641 19
grace 0.008333 18
grade 0.006410 20
grader 0.001923 21
gradual 0.006410 19
graduat 0.015385 16
graf 0.003846 19
graft 0.009615 18
graham 0.006410 19
grai 0.011538 17
gram 0.000641 21
gramlich 0.001923 20
grammer 0.002564 19
grammi 0.007051 18
granada 0.002564 19
grand 0.036538 15
grandchildren 0.000641 18
grande 0.002564 17
grandmoth 0.000641 19
grandpar 0.001923 18
grant 0.034615 16
graphic 0.016026 19
grasp 0.003846 25
grate 0.003846 24
gratitud 0.001923 25
grave 0.004487 23
greatli 0.006410 22
greece 0.008333 21
greek 0.005128 22
green 0.012821 20
greene 0.004487 22
greenhous 0.000641 25
greenlight 0.000641 24
greenspan 0.000641 23
greenwich 0.000641 24
greet 0.011538 21
greg 0.027564 18
gregori 0.014103 21
grei 0.003846 22
grew 0.019872 20
grief 0.010256 21
griev 0.002564 26
grieve 0.000641 27
griffin 0.003205 25
griffith 0.003205 26
grill 0.003846 24
grim 0.003846 25
grind 0.001923 26
grip 0.004487 23
grisham 0.003205 25
grissom 0.004487 24
grit 0.002564 25
gritti 0.005769 22
groceri 0.002564 24
groin 0.001923 25
groom 0.001923 26
groove 0.005128 23
gross 0.023077 19
ground 0.028846 17
grove 0.003846 18
grow 0.060897 14
grown 0.013462 16
growth 0.046154 15
gruf 0.001923 21
grumble 0.001923 20
grumpi 0.001923 22
grupo 0.001923 21
gt 0.003205 19
gte 0.003846 18
guantanamera 0.000641 19
guarante 0.028205 17
guard 0.009615 20
guccion 0.001923 21
guerrilla 0.000641 22
guess 0.010897 19
guest 0.020513 18
gui 0.035897 16
guid 0.004487 19
guidanc 0.002564 20
guide 0.015385 18
guidelin 0.019872 17
guido 0.002564 20
guild 0.016667 19
guilt 0.004487 22
guilti 0.011538 21
guinea 0.001923 23
guitar 0.009615 22
guitarist 0.000641 24
gulf 0.008333 23
gum 0.002564 25
gumbel 0.003846 24
gun 0.016026 20
gunderson 0.000641 25
gunner 0.001923 24
gustav 0.002564 23
gustavo 0.003205 22
gut 0.000641 23
guthridg 0.003846 21
gynecologi 0.000641 22
habit 0.017308 18
hack 0.002564 22
hacker 0.004487 21
hackman 0.004487 22
hail 0.000641 23
hair 0.012179 20
hal 0.012821 19
hale 0.002564 20
half 0.065385 13
halfwai 0.001923 15
hall 0.026923 14
hallmark 0.002564 16
halloween 0.000641 18
hallucin 0.001923 17
halt 0.015385 15
halv 0.003205 19
hama 0.000641 20
hamburg 0.005128 18
hamill 0.002564 20
hamilton 0.002564 19
hamlet 0.002564 20
hammer 0.005128 17
hamper 0.003846 19
hampshir 0.004487 18
hampton 0.007051 16
hamster 0.001923 18
hamstr 0.005769 17
han 0.000641 18
hand 0.089103 11
handgun 0.003205 16
handl 0.017949 15
handle 0.013462 16
handov 0.001923 18
handsom 0.005769 17
handwrit 0.001923 18
hang 0.020513 14
hank 0.000641 16
hansen 0.002564 15
happen 0.039744 13
happi 0.027564 14
happili 0.005128 16
har 0.001923 17
harass 0.009615 15
harbing 0.001923 16
harbor 0.001923 17
hard 0.058974 12
hardcov 0.010256 15
harden 0.002564 17
harder 0.010256 16
hardli 0.008333 17
hardwar 0.005128 18
hargrov 0.001923 22
harlan 0.002564 21
harland 0.001923 22
harlow 0.001923 23
harm 0.000641 24
harmless 0.003205 20
harmon 0.001923 21
harmoni 0.003205 19
harold 0.012821 14
harper 0.003205 16
harpercollin 0.000641 17
harpo 0.005128 15
harri 0.019231 13
harriet 0.001923 19
harrison 0.000641 20
harsh 0.003205 18
harshli 0.002564 20
hart 0.000641 21
hartford 0.003205 19
harvard 0.012179 17
harvei 0.015385 16
harvest 0.002564 17
hasek 0.001923 18
hastili 0.001923 19
hatch 0.000641 20
hate 0.017308 15
hathawai 0.002564 20
hatr 0.002564 19
haul 0.005128 18
haunt 0.004487 19
hauser 0.001923 23
haven 0.002564 22
hawaii 0.002564 21
hawke 0.002564 22
hawthorn 0.003205 20
haye 0.005128 17
hazard 0.008974 16
hbo 0.017949 14
hdl 0.005769 15
head 0.110256 10
headach 0.003205 12
headi 0.002564 13
headlight 0.000641 14
headlin 0.013462 11
headquart 0.000641 13
heal 0.008333 12
health 1.000000 3
healthcar 0.000641 9
healthi 0.039744 8
healthier 0.000641 10
healthiest 0.000641 9
hear 0.053846 7
heard 0.026923 8
hearst 0.001923 9
heart 0.095513 6
hearten 0.014744 10
hearti 0.005769 11
heartland 0.000641 12
heate 0.017308 9
heather 0.000641 11
heaven 0.005128 10
heavi 0.028205 8
heavier 0.002564 11
heavili 0.012179 10
heavyweight 0.000641 14
hectic 0.001923 13
hector 0.005769 12
hedge 0.001923 13
heel 0.010897 11
hefti 0.007051 12
hegi 0.001923 14
heidi 0.005128 13
height 0.012179 9
heighten 0.000641 12
heineken 0.003205 11
heinrich 0.001923 12
heir 0.007051 10
heiress 0.001923 11
held 0.088462 7
helen 0.016026 9
helena 0.007692 10
helgeland 0.000641 13
helicobact 0.000641 14
helicopt 0.005128 12
hell 0.006410 11
helm 0.021154 8
helmer 0.020513 9
helmet 0.003205 10
helmut 0.001923 11
help 1.000000 5
helpless 0.003205 14
helsinki 0.003846 13
hemispher 0.000641 15
hemorrhag 0.000641 14
hence 0.003846 12
henderson 0.000641 14
hendrix 0.002564 13
henman 0.002564 14
henri 0.027564 11
heparin 0.003846 16
hepat 0.001923 18
hepburn 0.001923 17
her 0.000641 18
herald 0.004487 15
herbert 0.002564 16
hercul 0.006410 14
heritag 0.001923 17
herman 0.003205 16
hero 0.005128 15
heroe 0.005128 17
heroin 0.005128 18
herpe 0.005128 16
herpesviru 0.000641 19
hershis 0.002564 18
herskovitz 0.000641 19
herve 0.003846 17
hesit 0.003205 19
heston 0.000641 20
heterosexu 0.000641 21
heydai 0.003205 18
heyward 0.001923 21
hg 0.002564 20
hiatu 0.003205 19
hickei 0.000641 20
hid 0.008333 13
hidden 0.007051 14
hide 0.007051 15
hideki 0.003205 17
hideo 0.004487 16
high 0.003205 17
highli 0.027564 12
highlight 0.000641 15
highwai 0.005128 14
hik 0.002564 15
hike 0.000641 16
hilari 0.025000 13
hildegard 0.000641 14
hill 0.031410 10
hillari 0.010897 13
hiller 0.003205 15
hillerman 0.000641 16
hilton 0.008333 14
hinde 0.023077 12
hinder 0.004487 15
hine 0.003205 16
hingi 0.006410 14
hint 0.010256 13
hip 0.008974 14
hippocampu 0.000641 15
hir 0.025000 11
hire 0.000641 16
hiroshi 0.002564 15
hirsch 0.002564 14
hispan 0.007051 13
histor 0.014744 12
histori 0.051923 9
historian 0.000641 10
hit 0.122436 8
hitchcock 0.000641 12
hitler 0.003846 11
hiv 0.019872 10
hmo 0.007692 12
ho 0.001923 15
hoag 0.003205 14
hobbi 0.002564 15
hockei 0.007692 13
hodgson 0.002564 14
hoffman 0.010256 11
hofler 0.001923 13
hoist 0.002564 12
hold 0.085897 9
holden 0.003205 13
holder 0.005769 12
hole 0.007051 11
holi 0.002564 12
holidai 0.014103 10
holl 0.000641 13
holland 0.003205 12
holli 0.001923 14
hollywood 0.000641 15
holobyt 0.002564 13
holocaust 0.000641 15
holt 0.002564 14
holyfield 0.000641 15
homag 0.005769 11
home 0.261538 7
homegrown 0.000641 15
homeland 0.004487 14
homeless 0.003205 15
homer 0.005769 13
hometown 0.004487 14
honcho 0.001923 16
hone 0.000641 17
honest 0.003205 15
honeymoon 0.000641 16
hong 0.023718 12
honor 0.060256 11
honorari 0.007692 15
honore 0.008974 14
hontz 0.019231 13
hood 0.003205 17
hoodlum 0.005769 16
hook 0.007692 15
hooker 0.007692 14
hoop 0.004487 15
hop 0.041026 12
hope 0.082051 10
hopefulli 0.000641 15
hopelessli 0.000641 16
hopkin 0.008333 14
horizon 0.009615 13
horizont 0.001923 14
hormon 0.020513 12
horn 0.003205 15
hornbi 0.000641 16
horoscop 0.005769 14
horribl 0.003205 15
horror 0.016667 13
horse 0.009615 14
horsesho 0.001923 17
horton 0.002564 16
hose 0.001923 17
hospic 0.003846 15
hospit 0.072436 11
host 0.071795 12
hostag 0.002564 15
hostil 0.008333 14
hot 0.035897 13
hotel 0.032051 14
hotlin 0.002564 16
hottest 0.013462 15
hound 0.009615 16
hour 0.085256 9
hourli 0.002564 11
hourlong 0.006410 10
hous 0.005128 11
house 0.100000 8
household 0.000641 14
houston 0.009615 13
hover 0.000641 14
howard 0.021154 12
hpv 0.002564 15
hsu 0.000641 17
huang 0.001923 16
huber 0.003846 14
huddle 0.002564 15
hug 0.007051 13
huge 0.043590 11
hugh 0.000641 13
hughe 0.005769 12
hugo 0.002564 13
human 0.082692 10
humanitarian 0.000641 18
humble 0.005769 17
humili 0.001923 18
humor 0.014103 16
hundr 0.028846 15
hundt 0.003846 20
hung 0.002564 21
hungari 0.005769 19
hungarian 0.000641 22
hunger 0.003205 21
hungri 0.003846 20
hunk 0.001923 22
hunki 0.002564 21
hunt 0.016667 18
hunter 0.002564 20
huntington 0.000641 21
hurdle 0.005769 19
hurl 0.001923 21
hurri 0.005128 20
hurrican 0.003846 21
hurt 0.021795 17
husband 0.022436 16
hustler 0.002564 22
huston 0.001923 24
hut 0.001923 23
hybrid 0.003205 21
hyde 0.003846 20
hydrogen 0.001923 21
hype 0.005128 19
hypertens 0.000641 22
hypothes 0.001923 21
hypothesi 0.000641 22
hypothet 0.003205 20
iain 0.001923 21
ian 0.012821 18
ibd 0.000641 21
ibm 0.007692 20
ice 0.012179 19
icke 0.014744 17
icm 0.000641 19
icon 0.014103 18
icu 0.001923 19
idea 0.041667 14
ideal 0.007692 17
ident 0.014103 16
identifi 0.029487 15
idyll 0.001923 21
ie 0.003205 20
iglesia 0.004487 19
ignit 0.007051 18
ignor 0.014744 17
ii 0.015385 16
iii 0.000641 17
ill 0.042949 13
illeg 0.021154 15
illegitim 0.000641 18
illicit 0.004487 17
illinoi 0.008333 16
illumin 0.001923 19
illusion 0.002564 18
illustr 0.006410 17
imag 0.032692 14
imagin 0.016667 15
immatur 0.003205 16
immedi 0.046154 12
immens 0.007692 14
immers 0.002564 16
immigr 0.007051 15
immobil 0.001923 16
immun 0.037821 13
immunodefici 0.000641 15
immunolog 0.000641 14
impact 0.050000 11
impair 0.007692 17
impart 0.003205 18
impass 0.001923 20
imped 0.001923 19
impend 0.001923 20
imperson 0.001923 21
implant 0.008974 16
implem 0.013462 15
implement 0.000641 16
impli 0.019231 14
implic 0.016667 15
imporov 0.005769 16
import 0.021795 13
impos 0.012179 15
imposs 0.016026 14
impot 0.002564 15
impoverish 0.000641 16
impress 0.032692 12
imprint 0.001923 14
imprison 0.008333 13
impromptu 0.000641 15
improp 0.005769 14
improperli 0.000641 15
improv 0.092949 9
improvis 0.003205 12
impuls 0.002564 13
in 0.015385 11
inabl 0.005128 14
inact 0.003846 15
inactiv 0.002564 16
inadequ 0.005769 13
inadvert 0.005769 14
inappropri 0.000641 15
inaugur 0.012179 12
inc 0.004487 14
incarn 0.005128 13
ince 0.001923 16
incens 0.002564 15
incent 0.005128 14
incestu 0.001923 16
inch 0.003846 15
inche 0.003846 16
incid 0.032051 10
inclin 0.005128 11
includ 0.364744 6
inclusion 0.000641 9
incom 0.014744 8
incompat 0.003846 10
incompet 0.001923 12
incontin 0.002564 11
incorpor 0.005769 9
incorrect 0.000641 10
increas 0.146795 7
increasingli 0.000641 12
incred 0.003846 11
incredibli 0.000641 13
incrimin 0.001923 12
incub 0.004487 10
incur 0.002564 11
indec 0.001923 12
indee 0.011538 9
independ 0.062179 8
index 1.000000 4
indi 0.002564 9
india 0.005769 8
indian 0.018590 7
indiana 0.002564 8
indianapoli 0.000641 9
indic 0.083974 6
indict 0.004487 9
indie 0.017308 8
indiffer 0.002564 10
indirect 0.003205 9
indirectli 0.000641 11
indistinguish 0.000641 10
individu 0.071795 7
indoor 0.007692 9
induc 0.009615 8
induct 0.007051 9
inducte 0.005769 10
indulg 0.003205 11
industri 0.142949 5
ineffect 0.004487 9
ineffici 0.001923 10
inertia 0.001923 11
inevit 0.007051 8
infam 0.006410 9
infant 0.022436 7
infarct 0.001923 8
infect 0.045513 6
infecti 0.017308 9
inferior 0.001923 12
infertil 0.004487 11
inflamm 0.007051 10
inflammatori 0.000641 11
inflat 0.017308 8
inflationari 0.000641 9
influenc 0.022436 7
influenti 0.000641 9
influenza 0.003205 8
info 1.003846 2
inform 0.090385 9
infrastructur 0.000641 15
infring 0.007051 14
infus 0.001923 17
infusion 0.002564 16
ingest 0.004487 15
ingredi 0.009615 13
inhabit 0.002564 17
inhal 0.001923 18
inher 0.004487 16
inherit 0.008333 15
inhibit 0.008974 14
inhibitor 0.000641 15
initi 0.071795 12
inject 0.010897 15
injunct 0.008333 16
injur 0.017949 14
injuri 0.037179 13
injustic 0.001923 15
ink 0.018590 14
inner 0.010256 16
innoc 0.007051 18
innocu 0.002564 20
innov 0.006410 19
inocul 0.001923 22
input 0.002564 21
inquir 0.001923 22
inquiri 0.005128 20
inroad 0.002564 22
insati 0.001923 23
insect 0.003846 21
insecur 0.008333 17
insert 0.012179 15
insid 0.073077 11
insight 0.007051 15
insist 0.019872 14
insomnia 0.003205 16
inspect 0.005769 15
inspector 0.000641 16
inspir 0.021795 13
install 0.020513 14
instant 0.003846 15
instantli 0.000641 16
instead 0.041026 12
instill 0.003205 14
instinct 0.004487 13
institut 0.076282 10
instruct 0.008974 12
instructor 0.000641 13
